order_id,order_date,year,quarter,month,customer_id,customer_type,product_id,product_name,category,region,sales_channel,unit_cost,unit_price,discount_pct,effective_price,quantity,gross_revenue,cogs,gross_margin,gross_margin_pct
ORD-111756,2024-03-26,2024,Q1-2024,2024-03,CUST-1374,Consumer,PROD-501,Waterproof Commuter Backpack,Apparel & Gear,Europe,Online Marketplace,40.0,110.0,5.16,104.33,2,208.66,80.0,128.66,61.66
ORD-111600,2024-03-26,2024,Q1-2024,2024-03,CUST-1780,Consumer,PROD-501,Waterproof Commuter Backpack,Apparel & Gear,North America,Direct Sales,40.0,110.0,0.48,109.47,2,218.94,80.0,138.94,63.46
ORD-111424,2024-03-27,2024,Q1-2024,2024-03,CUST-1070,Enterprise,PROD-401,Thunderbolt 4 Docking Station,Cloud Accessories,Europe,Retail Partner,110.0,249.0,13.02,216.57,6,1299.42,660.0,639.42,49.21
ORD-110167,2024-03-27,2024,Q1-2024,2024-03,CUST-3260,Enterprise,PROD-104,4K Studio Webcam,Electronics,Asia-Pacific,Online Marketplace,65.0,149.0,16.22,124.83,7,873.81,455.0,418.81,47.93
ORD-106856,2024-03-27,2024,Q1-2024,2024-03,CUST-3451,Consumer,PROD-202,Dual-Motor Standing Desk,Home Office,Latin America,Direct Sales,240.0,529.0,2.8,514.19,2,1028.38,480.0,548.38,53.32
ORD-106937,2024-03-27,2024,Q1-2024,2024-03,CUST-2557,Mid-Market,PROD-103,Noise-Canceling Headset,Electronics,Asia-Pacific,Direct Sales,95.0,199.0,5.51,188.03,3,564.09,285.0,279.09,49.48
ORD-101558,2024-03-27,2024,Q1-2024,2024-03,CUST-1427,Enterprise,PROD-203,Acoustic Desk Privacy Panel,Home Office,Europe,Direct Sales,45.0,119.0,10.75,106.21,14,1486.94,630.0,856.94,57.63
ORD-105847,2024-03-27,2024,Q1-2024,2024-03,CUST-3155,Consumer,PROD-202,Dual-Motor Standing Desk,Home Office,North America,Online Marketplace,240.0,529.0,6.85,492.77,2,985.54,480.0,505.54,51.3
ORD-106511,2024-03-27,2024,Q1-2024,2024-03,CUST-3426,Consumer,PROD-103,Noise-Canceling Headset,Electronics,North America,Online Marketplace,95.0,199.0,5.78,187.5,3,562.5,285.0,277.5,49.33
ORD-102912,2024-03-27,2024,Q1-2024,2024-03,CUST-3468,Consumer,PROD-102,"4K Curved Monitor 34""",Electronics,Europe,Direct Sales,320.0,549.0,6.56,512.99,1,512.99,320.0,192.99,37.62
ORD-100193,2024-03-27,2024,Q1-2024,2024-03,CUST-3191,Mid-Market,PROD-501,Waterproof Commuter Backpack,Apparel & Gear,Europe,Online Marketplace,40.0,110.0,5.59,103.85,2,207.7,80.0,127.7,61.48
ORD-111401,2024-03-27,2024,Q1-2024,2024-03,CUST-2559,Mid-Market,PROD-203,Acoustic Desk Privacy Panel,Home Office,North America,Retail Partner,45.0,119.0,11.06,105.84,8,846.72,360.0,486.72,57.48
ORD-104173,2024-03-27,2024,Q1-2024,2024-03,CUST-2066,Enterprise,PROD-101,UltraBook Pro 16,Electronics,North America,Online Marketplace,850.0,1299.0,10.25,1165.83,27,31477.41,22950.0,8527.41,27.09
ORD-103601,2024-03-27,2024,Q1-2024,2024-03,CUST-1758,Consumer,PROD-203,Acoustic Desk Privacy Panel,Home Office,North America,Online Marketplace,45.0,119.0,1.6,117.1,1,117.1,45.0,72.1,61.57
ORD-107895,2024-03-27,2024,Q1-2024,2024-03,CUST-1310,Mid-Market,PROD-104,4K Studio Webcam,Electronics,Europe,Online Marketplace,65.0,149.0,7.33,138.08,9,1242.72,585.0,657.72,52.93
ORD-103937,2024-03-27,2024,Q1-2024,2024-03,CUST-2292,Consumer,PROD-104,4K Studio Webcam,Electronics,North America,Online Marketplace,65.0,149.0,0.66,148.02,1,148.02,65.0,83.02,56.09
ORD-106251,2024-03-27,2024,Q1-2024,2024-03,CUST-2244,Mid-Market,PROD-104,4K Studio Webcam,Electronics,North America,Online Marketplace,65.0,149.0,5.8,140.36,3,421.08,195.0,226.08,53.69
ORD-100456,2024-03-27,2024,Q1-2024,2024-03,CUST-3239,Enterprise,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,North America,Online Marketplace,140.0,299.0,17.47,246.77,28,6909.56,3920.0,2989.56,43.27
ORD-109813,2024-03-28,2024,Q1-2024,2024-03,CUST-1968,Consumer,PROD-303,Percussive Massage Gun,Fitness & Wellness,North America,Direct Sales,55.0,159.0,7.66,146.82,1,146.82,55.0,91.82,62.54
ORD-102984,2024-03-28,2024,Q1-2024,2024-03,CUST-2556,Consumer,PROD-102,"4K Curved Monitor 34""",Electronics,North America,Retail Partner,320.0,549.0,7.22,509.34,1,509.34,320.0,189.34,37.17
ORD-106782,2024-03-28,2024,Q1-2024,2024-03,CUST-1887,Mid-Market,PROD-403,Precision Ergonomic Mouse,Cloud Accessories,Asia-Pacific,Direct Sales,32.0,79.0,5.26,74.85,7,523.95,224.0,299.95,57.25
ORD-106008,2024-03-28,2024,Q1-2024,2024-03,CUST-1089,Enterprise,PROD-102,"4K Curved Monitor 34""",Electronics,Europe,Online Marketplace,320.0,549.0,13.48,474.99,5,2374.95,1600.0,774.95,32.63
ORD-109927,2024-03-28,2024,Q1-2024,2024-03,CUST-2638,Mid-Market,PROD-201,ErgoPro Mesh Chair,Home Office,Europe,Direct Sales,180.0,389.0,8.49,355.96,4,1423.84,720.0,703.84,49.43
ORD-104060,2024-03-28,2024,Q1-2024,2024-03,CUST-1922,Mid-Market,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,Asia-Pacific,Online Marketplace,140.0,299.0,5.86,281.47,3,844.41,420.0,424.41,50.26
ORD-106315,2024-03-28,2024,Q1-2024,2024-03,CUST-1428,Enterprise,PROD-203,Acoustic Desk Privacy Panel,Home Office,Europe,Online Marketplace,45.0,119.0,14.75,101.45,25,2536.25,1125.0,1411.25,55.64
ORD-104767,2024-03-28,2024,Q1-2024,2024-03,CUST-2801,Consumer,PROD-202,Dual-Motor Standing Desk,Home Office,Europe,Direct Sales,240.0,529.0,3.7,509.43,2,1018.86,480.0,538.86,52.89
ORD-105443,2024-03-28,2024,Q1-2024,2024-03,CUST-1812,Consumer,PROD-501,Waterproof Commuter Backpack,Apparel & Gear,Latin America,Direct Sales,40.0,110.0,1.73,108.09,3,324.27,120.0,204.27,62.99
ORD-106280,2024-03-28,2024,Q1-2024,2024-03,CUST-3415,Enterprise,PROD-403,Precision Ergonomic Mouse,Cloud Accessories,Europe,Online Marketplace,32.0,79.0,11.38,70.01,12,840.12,384.0,456.12,54.29
ORD-102362,2024-03-28,2024,Q1-2024,2024-03,CUST-2070,Enterprise,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,Europe,Direct Sales,140.0,299.0,17.77,245.86,27,6638.22,3780.0,2858.22,43.06
ORD-111142,2024-03-28,2024,Q1-2024,2024-03,CUST-1260,Consumer,PROD-502,All-Weather Technical Parka,Apparel & Gear,Europe,Direct Sales,85.0,220.0,5.92,206.98,1,206.98,85.0,121.98,58.93
ORD-101292,2024-03-28,2024,Q1-2024,2024-03,CUST-2085,Mid-Market,PROD-203,Acoustic Desk Privacy Panel,Home Office,Latin America,Direct Sales,45.0,119.0,10.58,106.41,6,638.46,270.0,368.46,57.71
ORD-105715,2024-03-28,2024,Q1-2024,2024-03,CUST-3433,Consumer,PROD-101,UltraBook Pro 16,Electronics,Europe,Online Marketplace,850.0,1299.0,3.99,1247.21,3,3741.63,2550.0,1191.63,31.85
ORD-101049,2024-03-28,2024,Q1-2024,2024-03,CUST-2481,Enterprise,PROD-103,Noise-Canceling Headset,Electronics,North America,Direct Sales,95.0,199.0,8.69,181.71,6,1090.26,570.0,520.26,47.72
ORD-111992,2024-03-28,2024,Q1-2024,2024-03,CUST-2526,Consumer,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,North America,Online Marketplace,140.0,299.0,7.8,275.66,2,551.32,280.0,271.32,49.21
ORD-101857,2024-03-28,2024,Q1-2024,2024-03,CUST-1951,Enterprise,PROD-502,All-Weather Technical Parka,Apparel & Gear,North America,Retail Partner,85.0,220.0,9.52,199.05,14,2786.7,1190.0,1596.7,57.3
ORD-100824,2024-03-28,2024,Q1-2024,2024-03,CUST-2668,Enterprise,PROD-502,All-Weather Technical Parka,Apparel & Gear,Asia-Pacific,Online Marketplace,85.0,220.0,9.07,200.04,19,3800.76,1615.0,2185.76,57.51
ORD-110825,2024-03-29,2024,Q1-2024,2024-03,CUST-2622,Mid-Market,PROD-202,Dual-Motor Standing Desk,Home Office,Asia-Pacific,Direct Sales,240.0,529.0,7.01,491.93,7,3443.51,1680.0,1763.51,51.21
ORD-111429,2024-03-29,2024,Q1-2024,2024-03,CUST-2777,Enterprise,PROD-501,Waterproof Commuter Backpack,Apparel & Gear,North America,Online Marketplace,40.0,110.0,17.78,90.45,11,994.95,440.0,554.95,55.78
ORD-107920,2024-03-29,2024,Q1-2024,2024-03,CUST-2921,Mid-Market,PROD-401,Thunderbolt 4 Docking Station,Cloud Accessories,Europe,Retail Partner,110.0,249.0,6.43,232.99,8,1863.92,880.0,983.92,52.79
ORD-103569,2024-03-29,2024,Q1-2024,2024-03,CUST-3360,Enterprise,PROD-201,ErgoPro Mesh Chair,Home Office,North America,Online Marketplace,180.0,389.0,15.66,328.07,12,3936.84,2160.0,1776.84,45.13
ORD-103360,2024-03-29,2024,Q1-2024,2024-03,CUST-3050,Mid-Market,PROD-502,All-Weather Technical Parka,Apparel & Gear,Europe,Retail Partner,85.0,220.0,7.04,204.5,8,1636.0,680.0,956.0,58.44
ORD-107613,2024-03-29,2024,Q1-2024,2024-03,CUST-1712,Mid-Market,PROD-201,ErgoPro Mesh Chair,Home Office,Europe,Retail Partner,180.0,389.0,4.61,371.05,2,742.1,360.0,382.1,51.49
ORD-111416,2024-03-29,2024,Q1-2024,2024-03,CUST-3010,Mid-Market,PROD-401,Thunderbolt 4 Docking Station,Cloud Accessories,Europe,Direct Sales,110.0,249.0,11.37,220.7,7,1544.9,770.0,774.9,50.16
ORD-102619,2024-03-29,2024,Q1-2024,2024-03,CUST-1930,Consumer,PROD-501,Waterproof Commuter Backpack,Apparel & Gear,Europe,Direct Sales,40.0,110.0,0.31,109.66,2,219.32,80.0,139.32,63.52
ORD-106472,2024-03-29,2024,Q1-2024,2024-03,CUST-2574,Enterprise,PROD-102,"4K Curved Monitor 34""",Electronics,Europe,Direct Sales,320.0,549.0,8.97,499.73,17,8495.41,5440.0,3055.41,35.97
ORD-111719,2024-03-29,2024,Q1-2024,2024-03,CUST-1791,Enterprise,PROD-202,Dual-Motor Standing Desk,Home Office,Asia-Pacific,Online Marketplace,240.0,529.0,13.91,455.43,25,11385.75,6000.0,5385.75,47.3
ORD-102698,2024-03-29,2024,Q1-2024,2024-03,CUST-2677,Enterprise,PROD-303,Percussive Massage Gun,Fitness & Wellness,North America,Direct Sales,55.0,159.0,12.45,139.2,10,1392.0,550.0,842.0,60.49
ORD-108003,2024-03-29,2024,Q1-2024,2024-03,CUST-2407,Mid-Market,PROD-501,Waterproof Commuter Backpack,Apparel & Gear,North America,Online Marketplace,40.0,110.0,9.68,99.35,4,397.4,160.0,237.4,59.74
ORD-100683,2024-03-29,2024,Q1-2024,2024-03,CUST-1796,Consumer,PROD-101,UltraBook Pro 16,Electronics,North America,Online Marketplace,850.0,1299.0,7.55,1200.93,2,2401.86,1700.0,701.86,29.22
ORD-110110,2024-03-29,2024,Q1-2024,2024-03,CUST-2303,Mid-Market,PROD-103,Noise-Canceling Headset,Electronics,North America,Online Marketplace,95.0,199.0,8.17,182.75,4,731.0,380.0,351.0,48.02
ORD-108606,2024-03-29,2024,Q1-2024,2024-03,CUST-2299,Enterprise,PROD-303,Percussive Massage Gun,Fitness & Wellness,North America,Direct Sales,55.0,159.0,9.32,144.18,9,1297.62,495.0,802.62,61.85
ORD-103068,2024-03-29,2024,Q1-2024,2024-03,CUST-3367,Mid-Market,PROD-502,All-Weather Technical Parka,Apparel & Gear,Europe,Online Marketplace,85.0,220.0,9.08,200.03,2,400.06,170.0,230.06,57.51
ORD-108851,2024-03-29,2024,Q1-2024,2024-03,CUST-2624,Mid-Market,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,Europe,Direct Sales,140.0,299.0,4.6,285.26,6,1711.56,840.0,871.56,50.92
ORD-110410,2024-03-29,2024,Q1-2024,2024-03,CUST-3024,Consumer,PROD-403,Precision Ergonomic Mouse,Cloud Accessories,Europe,Direct Sales,32.0,79.0,6.85,73.59,1,73.59,32.0,41.59,56.52
ORD-103235,2024-03-30,2024,Q1-2024,2024-03,CUST-1951,Consumer,PROD-301,Smart Folding Treadmill,Fitness & Wellness,North America,Online Marketplace,480.0,899.0,4.12,861.94,3,2585.82,1440.0,1145.82,44.31
ORD-100738,2024-03-30,2024,Q1-2024,2024-03,CUST-2715,Mid-Market,PROD-201,ErgoPro Mesh Chair,Home Office,Europe,Retail Partner,180.0,389.0,10.28,349.0,4,1396.0,720.0,676.0,48.42
ORD-108595,2024-03-30,2024,Q1-2024,2024-03,CUST-2374,Mid-Market,PROD-502,All-Weather Technical Parka,Apparel & Gear,Asia-Pacific,Direct Sales,85.0,220.0,4.55,209.99,9,1889.91,765.0,1124.91,59.52
ORD-108493,2024-03-30,2024,Q1-2024,2024-03,CUST-2666,Consumer,PROD-104,4K Studio Webcam,Electronics,North America,Direct Sales,65.0,149.0,4.45,142.37,2,284.74,130.0,154.74,54.34
ORD-102512,2024-03-30,2024,Q1-2024,2024-03,CUST-3126,Mid-Market,PROD-104,4K Studio Webcam,Electronics,North America,Online Marketplace,65.0,149.0,5.64,140.6,4,562.4,260.0,302.4,53.77
ORD-105950,2024-03-30,2024,Q1-2024,2024-03,CUST-1924,Enterprise,PROD-201,ErgoPro Mesh Chair,Home Office,North America,Direct Sales,180.0,389.0,10.96,346.36,9,3117.24,1620.0,1497.24,48.03
ORD-104355,2024-03-30,2024,Q1-2024,2024-03,CUST-1348,Consumer,PROD-402,Wireless Mechanical Keyboard,Cloud Accessories,Europe,Online Marketplace,50.0,129.0,2.39,125.92,1,125.92,50.0,75.92,60.29
ORD-100815,2024-03-30,2024,Q1-2024,2024-03,CUST-2629,Mid-Market,PROD-104,4K Studio Webcam,Electronics,North America,Retail Partner,65.0,149.0,5.98,140.08,7,980.56,455.0,525.56,53.6
ORD-110278,2024-03-30,2024,Q1-2024,2024-03,CUST-1087,Consumer,PROD-303,Percussive Massage Gun,Fitness & Wellness,Asia-Pacific,Online Marketplace,55.0,159.0,2.63,154.82,3,464.46,165.0,299.46,64.47
ORD-108367,2024-03-30,2024,Q1-2024,2024-03,CUST-1252,Consumer,PROD-203,Acoustic Desk Privacy Panel,Home Office,Europe,Direct Sales,45.0,119.0,6.22,111.6,3,334.8,135.0,199.8,59.68
ORD-101020,2024-03-30,2024,Q1-2024,2024-03,CUST-2724,Enterprise,PROD-502,All-Weather Technical Parka,Apparel & Gear,North America,Online Marketplace,85.0,220.0,14.48,188.14,19,3574.66,1615.0,1959.66,54.82
ORD-109536,2024-03-30,2024,Q1-2024,2024-03,CUST-2896,Mid-Market,PROD-103,Noise-Canceling Headset,Electronics,North America,Direct Sales,95.0,199.0,8.82,181.46,6,1088.76,570.0,518.76,47.65
ORD-102260,2024-03-30,2024,Q1-2024,2024-03,CUST-2653,Consumer,PROD-101,UltraBook Pro 16,Electronics,North America,Retail Partner,850.0,1299.0,1.71,1276.8,1,1276.8,850.0,426.8,33.43
ORD-110737,2024-03-30,2024,Q1-2024,2024-03,CUST-2332,Consumer,PROD-402,Wireless Mechanical Keyboard,Cloud Accessories,Europe,Online Marketplace,50.0,129.0,2.88,125.29,2,250.58,100.0,150.58,60.09
ORD-105425,2024-03-30,2024,Q1-2024,2024-03,CUST-2767,Mid-Market,PROD-502,All-Weather Technical Parka,Apparel & Gear,Asia-Pacific,Online Marketplace,85.0,220.0,7.92,202.57,2,405.14,170.0,235.14,58.04
ORD-103213,2024-03-30,2024,Q1-2024,2024-03,CUST-2124,Mid-Market,PROD-203,Acoustic Desk Privacy Panel,Home Office,North America,Online Marketplace,45.0,119.0,7.12,110.53,4,442.12,180.0,262.12,59.29
ORD-106062,2024-03-30,2024,Q1-2024,2024-03,CUST-2410,Enterprise,PROD-303,Percussive Massage Gun,Fitness & Wellness,North America,Online Marketplace,55.0,159.0,14.63,135.74,17,2307.58,935.0,1372.58,59.48
ORD-111236,2024-03-30,2024,Q1-2024,2024-03,CUST-3058,Enterprise,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,North America,Online Marketplace,140.0,299.0,10.53,267.51,17,4547.67,2380.0,2167.67,47.67
ORD-108479,2024-03-30,2024,Q1-2024,2024-03,CUST-2344,Consumer,PROD-104,4K Studio Webcam,Electronics,Latin America,Online Marketplace,65.0,149.0,3.42,143.9,2,287.8,130.0,157.8,54.83
ORD-106926,2024-03-31,2024,Q1-2024,2024-03,CUST-2395,Consumer,PROD-101,UltraBook Pro 16,Electronics,Europe,Online Marketplace,850.0,1299.0,3.33,1255.77,2,2511.54,1700.0,811.54,32.31
ORD-103683,2024-03-31,2024,Q1-2024,2024-03,CUST-1207,Consumer,PROD-104,4K Studio Webcam,Electronics,North America,Online Marketplace,65.0,149.0,6.61,139.15,1,139.15,65.0,74.15,53.29
ORD-110461,2024-03-31,2024,Q1-2024,2024-03,CUST-1659,Enterprise,PROD-502,All-Weather Technical Parka,Apparel & Gear,Europe,Online Marketplace,85.0,220.0,12.83,191.78,16,3068.48,1360.0,1708.48,55.68
ORD-110292,2024-03-31,2024,Q1-2024,2024-03,CUST-1992,Enterprise,PROD-303,Percussive Massage Gun,Fitness & Wellness,North America,Online Marketplace,55.0,159.0,15.9,133.71,26,3476.46,1430.0,2046.46,58.87
ORD-111158,2024-03-31,2024,Q1-2024,2024-03,CUST-3112,Consumer,PROD-301,Smart Folding Treadmill,Fitness & Wellness,Europe,Direct Sales,480.0,899.0,3.68,865.91,3,2597.73,1440.0,1157.73,44.57
ORD-111586,2024-03-31,2024,Q1-2024,2024-03,CUST-2986,Mid-Market,PROD-203,Acoustic Desk Privacy Panel,Home Office,Europe,Direct Sales,45.0,119.0,4.17,114.04,7,798.28,315.0,483.28,60.54
ORD-105249,2024-03-31,2024,Q1-2024,2024-03,CUST-2564,Mid-Market,PROD-301,Smart Folding Treadmill,Fitness & Wellness,Asia-Pacific,Direct Sales,480.0,899.0,10.58,803.89,7,5627.23,3360.0,2267.23,40.29
ORD-106910,2024-03-31,2024,Q1-2024,2024-03,CUST-2051,Enterprise,PROD-103,Noise-Canceling Headset,Electronics,Latin America,Online Marketplace,95.0,199.0,9.63,179.83,23,4136.09,2185.0,1951.09,47.17
ORD-107807,2024-03-31,2024,Q1-2024,2024-03,CUST-3277,Consumer,PROD-402,Wireless Mechanical Keyboard,Cloud Accessories,Latin America,Direct Sales,50.0,129.0,3.6,124.36,3,373.08,150.0,223.08,59.79
ORD-107915,2024-03-31,2024,Q1-2024,2024-03,CUST-2103,Mid-Market,PROD-104,4K Studio Webcam,Electronics,North America,Online Marketplace,65.0,149.0,5.13,141.36,2,282.72,130.0,152.72,54.02
ORD-100058,2024-03-31,2024,Q1-2024,2024-03,CUST-3449,Enterprise,PROD-102,"4K Curved Monitor 34""",Electronics,Europe,Direct Sales,320.0,549.0,13.35,475.7,12,5708.4,3840.0,1868.4,32.73
ORD-109025,2024-04-01,2024,Q2-2024,2024-04,CUST-3233,Consumer,PROD-502,All-Weather Technical Parka,Apparel & Gear,North America,Direct Sales,85.0,220.0,4.72,209.61,2,419.22,170.0,249.22,59.45
ORD-100710,2024-04-01,2024,Q2-2024,2024-04,CUST-2028,Mid-Market,PROD-403,Precision Ergonomic Mouse,Cloud Accessories,Europe,Retail Partner,32.0,79.0,6.42,73.93,5,369.65,160.0,209.65,56.72
ORD-100862,2024-04-01,2024,Q2-2024,2024-04,CUST-3038,Enterprise,PROD-101,UltraBook Pro 16,Electronics,Asia-Pacific,Direct Sales,850.0,1299.0,14.02,1116.91,19,21221.29,16150.0,5071.29,23.9
ORD-111928,2024-04-01,2024,Q2-2024,2024-04,CUST-2956,Mid-Market,PROD-301,Smart Folding Treadmill,Fitness & Wellness,Europe,Online Marketplace,480.0,899.0,4.4,859.42,7,6015.94,3360.0,2655.94,44.15
ORD-102340,2024-04-01,2024,Q2-2024,2024-04,CUST-1431,Mid-Market,PROD-401,Thunderbolt 4 Docking Station,Cloud Accessories,North America,Online Marketplace,110.0,249.0,4.79,237.06,8,1896.48,880.0,1016.48,53.6
ORD-102184,2024-04-01,2024,Q2-2024,2024-04,CUST-3376,Consumer,PROD-502,All-Weather Technical Parka,Apparel & Gear,Latin America,Retail Partner,85.0,220.0,3.24,212.87,1,212.87,85.0,127.87,60.07
ORD-101621,2024-04-01,2024,Q2-2024,2024-04,CUST-2977,Mid-Market,PROD-501,Waterproof Commuter Backpack,Apparel & Gear,North America,Online Marketplace,40.0,110.0,10.64,98.3,5,491.5,200.0,291.5,59.31
ORD-107059,2024-04-01,2024,Q2-2024,2024-04,CUST-3008,Enterprise,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,Europe,Online Marketplace,140.0,299.0,11.42,264.87,8,2118.96,1120.0,998.96,47.14
ORD-102671,2024-04-01,2024,Q2-2024,2024-04,CUST-1280,Mid-Market,PROD-301,Smart Folding Treadmill,Fitness & Wellness,North America,Direct Sales,480.0,899.0,4.79,855.93,3,2567.79,1440.0,1127.79,43.92
ORD-109094,2024-04-01,2024,Q2-2024,2024-04,CUST-1469,Consumer,PROD-301,Smart Folding Treadmill,Fitness & Wellness,North America,Direct Sales,480.0,899.0,2.59,875.69,3,2627.07,1440.0,1187.07,45.19
ORD-104542,2024-04-01,2024,Q2-2024,2024-04,CUST-1738,Consumer,PROD-401,Thunderbolt 4 Docking Station,Cloud Accessories,North America,Direct Sales,110.0,249.0,5.62,235.0,3,705.0,330.0,375.0,53.19
ORD-101206,2024-04-01,2024,Q2-2024,2024-04,CUST-1046,Mid-Market,PROD-104,4K Studio Webcam,Electronics,North America,Direct Sales,65.0,149.0,8.14,136.87,7,958.09,455.0,503.09,52.51
ORD-102471,2024-04-01,2024,Q2-2024,2024-04,CUST-3075,Mid-Market,PROD-502,All-Weather Technical Parka,Apparel & Gear,North America,Retail Partner,85.0,220.0,10.86,196.1,2,392.2,170.0,222.2,56.65
ORD-105801,2024-04-01,2024,Q2-2024,2024-04,CUST-1240,Mid-Market,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,North America,Online Marketplace,140.0,299.0,10.5,267.61,4,1070.44,560.0,510.44,47.69
ORD-110653,2024-04-01,2024,Q2-2024,2024-04,CUST-2958,Consumer,PROD-403,Precision Ergonomic Mouse,Cloud Accessories,Europe,Retail Partner,32.0,79.0,4.61,75.36,3,226.08,96.0,130.08,57.54
ORD-107102,2024-04-02,2024,Q2-2024,2024-04,CUST-3073,Enterprise,PROD-402,Wireless Mechanical Keyboard,Cloud Accessories,Europe,Direct Sales,50.0,129.0,14.63,110.12,28,3083.36,1400.0,1683.36,54.59
ORD-111425,2024-04-02,2024,Q2-2024,2024-04,CUST-2359,Consumer,PROD-101,UltraBook Pro 16,Electronics,Asia-Pacific,Retail Partner,850.0,1299.0,3.44,1254.25,3,3762.75,2550.0,1212.75,32.23
ORD-104579,2024-04-02,2024,Q2-2024,2024-04,CUST-1605,Mid-Market,PROD-201,ErgoPro Mesh Chair,Home Office,North America,Online Marketplace,180.0,389.0,8.47,356.05,6,2136.3,1080.0,1056.3,49.45
ORD-110870,2024-04-02,2024,Q2-2024,2024-04,CUST-2203,Mid-Market,PROD-203,Acoustic Desk Privacy Panel,Home Office,North America,Direct Sales,45.0,119.0,4.67,113.44,2,226.88,90.0,136.88,60.33
ORD-107279,2024-04-02,2024,Q2-2024,2024-04,CUST-2704,Mid-Market,PROD-401,Thunderbolt 4 Docking Station,Cloud Accessories,North America,Online Marketplace,110.0,249.0,4.79,237.07,4,948.28,440.0,508.28,53.6
ORD-111296,2024-04-02,2024,Q2-2024,2024-04,CUST-1356,Enterprise,PROD-402,Wireless Mechanical Keyboard,Cloud Accessories,Europe,Online Marketplace,50.0,129.0,16.34,107.93,21,2266.53,1050.0,1216.53,53.67
ORD-102926,2024-04-02,2024,Q2-2024,2024-04,CUST-3372,Mid-Market,PROD-102,"4K Curved Monitor 34""",Electronics,North America,Retail Partner,320.0,549.0,10.25,492.75,2,985.5,640.0,345.5,35.06
ORD-109883,2024-04-02,2024,Q2-2024,2024-04,CUST-3300,Consumer,PROD-102,"4K Curved Monitor 34""",Electronics,Asia-Pacific,Retail Partner,320.0,549.0,3.19,531.48,2,1062.96,640.0,422.96,39.79
ORD-104538,2024-04-02,2024,Q2-2024,2024-04,CUST-2987,Consumer,PROD-401,Thunderbolt 4 Docking Station,Cloud Accessories,North America,Online Marketplace,110.0,249.0,4.87,236.88,3,710.64,330.0,380.64,53.56
ORD-111896,2024-04-02,2024,Q2-2024,2024-04,CUST-2250,Enterprise,PROD-303,Percussive Massage Gun,Fitness & Wellness,North America,Direct Sales,55.0,159.0,8.62,145.29,13,1888.77,715.0,1173.77,62.14
ORD-104236,2024-04-02,2024,Q2-2024,2024-04,CUST-1563,Mid-Market,PROD-103,Noise-Canceling Headset,Electronics,Europe,Direct Sales,95.0,199.0,8.42,182.25,6,1093.5,570.0,523.5,47.87
ORD-107084,2024-04-02,2024,Q2-2024,2024-04,CUST-1277,Enterprise,PROD-101,UltraBook Pro 16,Electronics,Europe,Online Marketplace,850.0,1299.0,13.99,1117.23,29,32399.67,24650.0,7749.67,23.92
ORD-105667,2024-04-02,2024,Q2-2024,2024-04,CUST-3271,Enterprise,PROD-202,Dual-Motor Standing Desk,Home Office,Asia-Pacific,Direct Sales,240.0,529.0,17.06,438.76,12,5265.12,2880.0,2385.12,45.3
ORD-111858,2024-04-02,2024,Q2-2024,2024-04,CUST-2561,Enterprise,PROD-103,Noise-Canceling Headset,Electronics,Asia-Pacific,Direct Sales,95.0,199.0,12.95,173.23,27,4677.21,2565.0,2112.21,45.16
ORD-101854,2024-04-03,2024,Q2-2024,2024-04,CUST-3359,Mid-Market,PROD-104,4K Studio Webcam,Electronics,Asia-Pacific,Online Marketplace,65.0,149.0,8.87,135.79,8,1086.32,520.0,566.32,52.13
ORD-111651,2024-04-03,2024,Q2-2024,2024-04,CUST-2543,Consumer,PROD-402,Wireless Mechanical Keyboard,Cloud Accessories,North America,Retail Partner,50.0,129.0,5.82,121.49,1,121.49,50.0,71.49,58.84
ORD-102727,2024-04-03,2024,Q2-2024,2024-04,CUST-2986,Enterprise,PROD-301,Smart Folding Treadmill,Fitness & Wellness,North America,Online Marketplace,480.0,899.0,17.85,738.52,22,16247.44,10560.0,5687.44,35.01
ORD-102383,2024-04-03,2024,Q2-2024,2024-04,CUST-3028,Mid-Market,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,North America,Retail Partner,140.0,299.0,5.57,282.36,2,564.72,280.0,284.72,50.42
ORD-105653,2024-04-03,2024,Q2-2024,2024-04,CUST-1171,Consumer,PROD-102,"4K Curved Monitor 34""",Electronics,Asia-Pacific,Direct Sales,320.0,549.0,2.69,534.25,2,1068.5,640.0,428.5,40.1
ORD-105336,2024-04-03,2024,Q2-2024,2024-04,CUST-2231,Mid-Market,PROD-103,Noise-Canceling Headset,Electronics,North America,Direct Sales,95.0,199.0,4.96,189.14,2,378.28,190.0,188.28,49.77
ORD-105931,2024-04-03,2024,Q2-2024,2024-04,CUST-1428,Consumer,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,Asia-Pacific,Online Marketplace,140.0,299.0,4.46,285.66,2,571.32,280.0,291.32,50.99
